,Lat,Lon,sst_Summer
2994,-81.5,-65.5,-1.7999996
2995,-81.5,-64.5,-1.7999996
2996,-81.5,-63.5,-1.7999996
2997,-81.5,-62.5,-1.7999996
2998,-81.5,-61.5,-1.7999996
2999,-81.5,-60.5,-1.7999996
3000,-81.5,-59.5,-1.7999996
3001,-81.5,-58.5,-1.7999996
3002,-81.5,-57.5,-1.7999996
3003,-81.5,-56.5,-1.7999996
3004,-81.5,-55.5,-1.7999996
3005,-81.5,-54.5,-1.7999996
3006,-81.5,-53.5,-1.7999996
3007,-81.5,-52.5,-1.7999996
3008,-81.5,-51.5,-1.7999996
3009,-81.5,-50.5,-1.7999996
3010,-81.5,-49.5,-1.7999996
3011,-81.5,-48.5,-1.7999996
3012,-81.5,-47.5,-1.7999996
3013,-81.5,-46.5,-1.7999996
3014,-81.5,-45.5,-1.7999996
3015,-81.5,-44.5,-1.7999996
3016,-81.5,-43.5,-1.7999996
3017,-81.5,-42.5,-1.7999996
3018,-81.5,-41.5,-1.7999996
3019,-81.5,-40.5,-1.7999996
3020,-81.5,-39.5,-1.7999996
3021,-81.5,-38.5,-1.7999996
3022,-81.5,-37.5,-1.7999996
3023,-81.5,-36.5,-1.7999996
3024,-81.5,-35.5,-1.7999996
3025,-81.5,-34.5,-1.7999996
3026,-81.5,-33.5,-1.7999996
3027,-81.5,-32.5,-1.7999996
3028,-81.5,-31.5,-1.7999996
3029,-81.5,-30.5,-1.7999996
3030,-81.5,-29.5,-1.7999996
3031,-81.5,-28.5,-1.7999996
3032,-81.5,-27.5,-1.7999996
3033,-81.5,-26.5,-1.7999996
3034,-81.5,-25.5,-1.7999996
3035,-81.5,-24.5,-1.7999996
3036,-81.5,-23.5,-1.7999996
3037,-81.5,-22.5,-1.7999996
3038,-81.5,-21.5,-1.7999996
3039,-81.5,-20.5,-1.7999996
3040,-81.5,-19.5,-1.7999996
3041,-81.5,-18.5,-1.7999996
3042,-81.5,-17.5,-1.7999996
3043,-81.5,-16.5,-1.7999996
3044,-81.5,-15.5,-1.7999996
3045,-81.5,-14.5,-1.7999996
3046,-81.5,-13.5,-1.7999996
3047,-81.5,-12.5,-1.7999996
3048,-81.5,-11.5,-1.7999996
3049,-81.5,-10.5,-1.7999996
3050,-81.5,-9.5,-1.7999996
3051,-81.5,-8.5,-1.7999996
3052,-81.5,-7.5,-1.7999996
3053,-81.5,-6.5,-1.7999996
3054,-81.5,-5.5,-1.7999996
3055,-81.5,-4.5,-1.7999996
3056,-81.5,-3.5,-1.7999996
3057,-81.5,-2.5,-1.7999996
3058,-81.5,-1.5,-1.7999996
3059,-81.5,-0.5,-1.7999996
3060,-81.5,0.5,-1.7999996
3061,-81.5,1.5,-1.7999996
3062,-81.5,2.5,-1.7999996
3063,-81.5,3.5,-1.7999996
3064,-81.5,4.5,-1.7999996
3065,-81.5,5.5,-1.7999996
3066,-81.5,6.5,-1.7999996
3067,-81.5,7.5,-1.7999996
3068,-81.5,8.5,-1.7999996
3069,-81.5,9.5,-1.7999996
3070,-81.5,10.5,-1.7999996
3071,-81.5,11.5,-1.7999996
3072,-81.5,12.5,-1.7999996
3073,-81.5,13.5,-1.7999996
3074,-81.5,14.5,-1.7999996
3075,-81.5,15.5,-1.7999996
3076,-81.5,16.5,-1.7999996
3077,-81.5,17.5,-1.7999996
3078,-81.5,18.5,-1.7999996
3079,-81.5,19.5,-1.7999996
3080,-81.5,20.5,-1.7999996
3081,-81.5,21.5,-1.7999996
3082,-81.5,22.5,-1.7999996
3083,-81.5,23.5,-1.7999996
3084,-81.5,24.5,-1.7999996
3085,-81.5,25.5,-1.7999996
3086,-81.5,26.5,-1.7999996
3087,-81.5,27.5,-1.7999996
3088,-81.5,28.5,-1.7999996
3089,-81.5,29.5,-1.7999996
3090,-81.5,30.5,-1.7999996
3091,-81.5,31.5,-1.7999996
3092,-81.5,32.5,-1.7999996
3093,-81.5,33.5,-1.7999996
3094,-81.5,34.5,-1.7999996
3095,-81.5,35.5,-1.7999996
3096,-81.5,36.5,-1.7999996
3097,-81.5,37.5,-1.7999996
3098,-81.5,38.5,-1.7999996
3099,-81.5,39.5,-1.7999996
3100,-81.5,40.5,-1.7999996
3101,-81.5,41.5,-1.7999996
3102,-81.5,42.5,-1.7999996
3103,-81.5,43.5,-1.7999996
3104,-81.5,44.5,-1.7999996
3105,-81.5,45.5,-1.7999996
3106,-81.5,46.5,-1.7999996
3107,-81.5,47.5,-1.7999996
3108,-81.5,48.5,-1.7999996
3109,-81.5,49.5,-1.7999996
3110,-81.5,50.5,-1.7999996
3111,-81.5,51.5,-1.7999996
3112,-81.5,52.5,-1.7999996
3113,-81.5,53.5,-1.7999996
3114,-81.5,54.5,-1.7999996
3115,-81.5,55.5,-1.7999996
3116,-81.5,56.5,-1.7999996
3117,-81.5,57.5,-1.7999996
3118,-81.5,58.5,-1.7999996
3119,-81.5,59.5,-1.7999996
3120,-81.5,60.5,-1.7999996
3121,-81.5,61.5,-1.7999996
3122,-81.5,62.5,-1.7999996
3123,-81.5,63.5,-1.7999996
3124,-81.5,64.5,-1.7999996
3125,-81.5,65.5,-1.7999996
3126,-81.5,66.5,-1.7999996
3127,-81.5,67.5,-1.7999996
3128,-81.5,68.5,-1.7999996
3129,-81.5,69.5,-1.7999996
3130,-81.5,70.5,-1.7999996
3131,-81.5,71.5,-1.7999996
3132,-81.5,72.5,-1.7999996
3133,-81.5,73.5,-1.7999996
3134,-81.5,74.5,-1.7999996
3135,-81.5,75.5,-1.7999996
3136,-81.5,76.5,-1.7999996
3137,-81.5,77.5,-1.7999996
3138,-81.5,78.5,-1.7999996
3139,-81.5,79.5,-1.7999996
3140,-81.5,80.5,-1.7999996
3141,-81.5,81.5,-1.7999996
3142,-81.5,82.5,-1.7999996
3143,-81.5,83.5,-1.7999996
3144,-81.5,84.5,-1.7999996
3145,-81.5,85.5,-1.7999996
3146,-81.5,86.5,-1.7999996
3147,-81.5,87.5,-1.7999996
3148,-81.5,88.5,-1.7999996
3149,-81.5,89.5,-1.7999996
3150,-81.5,90.5,-1.7999996
3151,-81.5,91.5,-1.7999996
3152,-81.5,92.5,-1.7999996
3153,-81.5,93.5,-1.7999996
3154,-81.5,94.5,-1.7999996
3155,-81.5,95.5,-1.7999996
3156,-81.5,96.5,-1.7999996
3157,-81.5,97.5,-1.7999996
3158,-81.5,98.5,-1.7999996
3159,-81.5,99.5,-1.7999996
3160,-81.5,100.5,-1.7999996
3161,-81.5,101.5,-1.7999996
3162,-81.5,102.5,-1.7999996
3163,-81.5,103.5,-1.7999996
3164,-81.5,104.5,-1.7999996
3165,-81.5,105.5,-1.7999996
3166,-81.5,106.5,-1.7999996
3167,-81.5,107.5,-1.7999996
3168,-81.5,108.5,-1.7999996
3169,-81.5,109.5,-1.7999996
3170,-81.5,110.5,-1.7999996
3171,-81.5,111.5,-1.7999996
3172,-81.5,112.5,-1.7999996
3173,-81.5,113.5,-1.7999996
3174,-81.5,114.5,-1.7999996
3175,-81.5,115.5,-1.7999996
3176,-81.5,116.5,-1.7999996
3177,-81.5,117.5,-1.7999996
3178,-81.5,118.5,-1.7999996
3179,-81.5,119.5,-1.7999996
3180,-81.5,120.5,-1.7999996
3181,-81.5,121.5,-1.7999996
3182,-81.5,122.5,-1.7999996
3183,-81.5,123.5,-1.7999996
3184,-81.5,124.5,-1.7999996
3185,-81.5,125.5,-1.7999996
3186,-81.5,126.5,-1.7999996
3187,-81.5,127.5,-1.7999996
3188,-81.5,128.5,-1.7999996
3189,-81.5,129.5,-1.7999996
3190,-81.5,130.5,-1.7999996
3191,-81.5,131.5,-1.7999996
3192,-81.5,132.5,-1.7999996
3193,-81.5,133.5,-1.7999996
3194,-81.5,134.5,-1.7999996
3195,-81.5,135.5,-1.7999996
3196,-81.5,136.5,-1.7999996
3197,-81.5,137.5,-1.7999996
3198,-81.5,138.5,-1.7999996
3199,-81.5,139.5,-1.7999996
3200,-81.5,140.5,-1.7999996
3201,-81.5,141.5,-1.7999996
3202,-81.5,142.5,-1.7999996
3203,-81.5,143.5,-1.7999996
3204,-81.5,144.5,-1.7999996
3205,-81.5,145.5,-1.7999996
3206,-81.5,146.5,-1.7999996
3207,-81.5,147.5,-1.7999996
3208,-81.5,148.5,-1.7999996
3209,-81.5,149.5,-1.7999996
3210,-81.5,150.5,-1.7999996
3211,-81.5,151.5,-1.7999996
3212,-81.5,152.5,-1.7999996
3213,-81.5,153.5,-1.7999996
3214,-81.5,154.5,-1.7999996
3215,-81.5,155.5,-1.7999996
3216,-81.5,156.5,-1.7999996
3217,-81.5,157.5,-1.7999996
3218,-81.5,158.5,-1.7999996
3219,-81.5,159.5,-1.7999996
3220,-81.5,160.5,-1.7999996
3221,-81.5,161.5,-1.7999996
3222,-81.5,162.5,-1.7999996
3223,-81.5,163.5,-1.7999996
3224,-81.5,164.5,-1.7999996
3225,-81.5,165.5,-1.7999996
3226,-81.5,166.5,-1.7999996
3227,-81.5,167.5,-1.7999996
3228,-81.5,168.5,-1.7999996
3229,-81.5,169.5,-1.7999996
3230,-81.5,170.5,-1.7999996
3231,-81.5,171.5,-1.7999996
3232,-81.5,172.5,-1.7999996
3233,-81.5,173.5,-1.7999996
3234,-81.5,174.5,-1.7999996
3235,-81.5,175.5,-1.7999996
3236,-81.5,176.5,-1.7999996
3237,-81.5,177.5,-1.7999996
3238,-81.5,178.5,-1.7999996
3239,-81.5,179.5,-1.7999996
3240,-80.5,-179.5,-1.7999996
3241,-80.5,-178.5,-1.7999996
3242,-80.5,-177.5,-1.7999996
3243,-80.5,-176.5,-1.7999996
3244,-80.5,-175.5,-1.7999996
3245,-80.5,-174.5,-1.7999996
3246,-80.5,-173.5,-1.7999996
3247,-80.5,-172.5,-1.7999996
3248,-80.5,-171.5,-1.7999996
3249,-80.5,-170.5,-1.7999996
3250,-80.5,-169.5,-1.7999996
3251,-80.5,-168.5,-1.7999996
3252,-80.5,-167.5,-1.7999996
3253,-80.5,-166.5,-1.7999996
3254,-80.5,-165.5,-1.7999996
3255,-80.5,-164.5,-1.7999996
3256,-80.5,-163.5,-1.7999996
3257,-80.5,-162.5,-1.7999996
3258,-80.5,-161.5,-1.7999996
3259,-80.5,-160.5,-1.7999996
3260,-80.5,-159.5,-1.7999996
3261,-80.5,-158.5,-1.7999996
3262,-80.5,-157.5,-1.7999996
3263,-80.5,-156.5,-1.7999996
3264,-80.5,-155.5,-1.7999996
3265,-80.5,-154.5,-1.7999996
3266,-80.5,-153.5,-1.7999996
3267,-80.5,-152.5,-1.7999996
3268,-80.5,-151.5,-1.7999996
3269,-80.5,-150.5,-1.7999996
3270,-80.5,-149.5,-1.7999996
3271,-80.5,-148.5,-1.7999996
3272,-80.5,-147.5,-1.7999996
3273,-80.5,-146.5,-1.7999996
3274,-80.5,-145.5,-1.7999996
3275,-80.5,-144.5,-1.7999996
3276,-80.5,-143.5,-1.7999996
3277,-80.5,-142.5,-1.7999996
3278,-80.5,-141.5,-1.7999996
3279,-80.5,-140.5,-1.7999996
3280,-80.5,-139.5,-1.7999996
3281,-80.5,-138.5,-1.7999996
3282,-80.5,-137.5,-1.7999996
3283,-80.5,-136.5,-1.7999996
3284,-80.5,-135.5,-1.7999996
3285,-80.5,-134.5,-1.7999996
3286,-80.5,-133.5,-1.7999996
3287,-80.5,-132.5,-1.7999996
3288,-80.5,-131.5,-1.7999996
3289,-80.5,-130.5,-1.7999996
3290,-80.5,-129.5,-1.7999996
3291,-80.5,-128.5,-1.7999996
3292,-80.5,-127.5,-1.7999996
3293,-80.5,-126.5,-1.7999996
3294,-80.5,-125.5,-1.7999996
3295,-80.5,-124.5,-1.7999996
3296,-80.5,-123.5,-1.7999996
3297,-80.5,-122.5,-1.7999996
3298,-80.5,-121.5,-1.7999996
3299,-80.5,-120.5,-1.7999996
3300,-80.5,-119.5,-1.7999996
3301,-80.5,-118.5,-1.7999996
3302,-80.5,-117.5,-1.7999996
3303,-80.5,-116.5,-1.7999996
3304,-80.5,-115.5,-1.7999996
3305,-80.5,-114.5,-1.7999996
3306,-80.5,-113.5,-1.7999996
3307,-80.5,-112.5,-1.7999996
3308,-80.5,-111.5,-1.7999996
3309,-80.5,-110.5,-1.7999996
3310,-80.5,-109.5,-1.7999996
3311,-80.5,-108.5,-1.7999996
3312,-80.5,-107.5,-1.7999996
3313,-80.5,-106.5,-1.7999996
3314,-80.5,-105.5,-1.7999996
3315,-80.5,-104.5,-1.7999996
3316,-80.5,-103.5,-1.7999996
3317,-80.5,-102.5,-1.7999996
3318,-80.5,-101.5,-1.7999996
3319,-80.5,-100.5,-1.7999996
3320,-80.5,-99.5,-1.7999996
3321,-80.5,-98.5,-1.7999996
3322,-80.5,-97.5,-1.7999996
3323,-80.5,-96.5,-1.7999996
3324,-80.5,-95.5,-1.7999996
3325,-80.5,-94.5,-1.7999996
3326,-80.5,-93.5,-1.7999996
3327,-80.5,-92.5,-1.7999996
3328,-80.5,-91.5,-1.7999996
3329,-80.5,-90.5,-1.7999996
3330,-80.5,-89.5,-1.7999996
3331,-80.5,-88.5,-1.7999996
3332,-80.5,-87.5,-1.7999996
3333,-80.5,-86.5,-1.7999996
3334,-80.5,-85.5,-1.7999996
3335,-80.5,-84.5,-1.7999996
3336,-80.5,-83.5,-1.7999996
3337,-80.5,-82.5,-1.7999996
3338,-80.5,-81.5,-1.7999996
3339,-80.5,-80.5,-1.7999996
3340,-80.5,-79.5,-1.7999996
3341,-80.5,-78.5,-1.7999996
3342,-80.5,-77.5,-1.7999996
3343,-80.5,-76.5,-1.7999996
3344,-80.5,-75.5,-1.7999996
3345,-80.5,-74.5,-1.7999996
3346,-80.5,-73.5,-1.7999996
3347,-80.5,-72.5,-1.7999996
3348,-80.5,-71.5,-1.7999996
3349,-80.5,-70.5,-1.7999996
3350,-80.5,-69.5,-1.7999996
3351,-80.5,-68.5,-1.7999996
3352,-80.5,-67.5,-1.7999996
3353,-80.5,-66.5,-1.7999996
3354,-80.5,-65.5,-1.7999996
3355,-80.5,-64.5,-1.7999996
3356,-80.5,-63.5,-1.7999996
3357,-80.5,-62.5,-1.7999996
3358,-80.5,-61.5,-1.7999996
3359,-80.5,-60.5,-1.7999996
3360,-80.5,-59.5,-1.7999996
3361,-80.5,-58.5,-1.7999996
3362,-80.5,-57.5,-1.7999996
3363,-80.5,-56.5,-1.7999996
3364,-80.5,-55.5,-1.7999996
3365,-80.5,-54.5,-1.7999996
3366,-80.5,-53.5,-1.7999996
3367,-80.5,-52.5,-1.7999996
3368,-80.5,-51.5,-1.7999996
3369,-80.5,-50.5,-1.7999996
3370,-80.5,-49.5,-1.7999996
3371,-80.5,-48.5,-1.7999996
3372,-80.5,-47.5,-1.7999996
3373,-80.5,-46.5,-1.7999996
3374,-80.5,-45.5,-1.7999996
3375,-80.5,-44.5,-1.7999996
3376,-80.5,-43.5,-1.7999996
3377,-80.5,-42.5,-1.7999996
3378,-80.5,-41.5,-1.7999996
3379,-80.5,-40.5,-1.7999996
3380,-80.5,-39.5,-1.7999996
3381,-80.5,-38.5,-1.7999996
3382,-80.5,-37.5,-1.7999996
3383,-80.5,-36.5,-1.7999996
3384,-80.5,-35.5,-1.7999996
3385,-80.5,-34.5,-1.7999996
3386,-80.5,-33.5,-1.7999996
3387,-80.5,-32.5,-1.7999996
3388,-80.5,-31.5,-1.7999996
3389,-80.5,-30.5,-1.7999996
3390,-80.5,-29.5,-1.7999996
3391,-80.5,-28.5,-1.7999996
3392,-80.5,-27.5,-1.7999996
3393,-80.5,-26.5,-1.7999996
3394,-80.5,-25.5,-1.7999996
3395,-80.5,-24.5,-1.7999996
3396,-80.5,-23.5,-1.7999996
3397,-80.5,-22.5,-1.7999996
3398,-80.5,-21.5,-1.7999996
3399,-80.5,-20.5,-1.7999996
3400,-80.5,-19.5,-1.7999996
3401,-80.5,-18.5,-1.7999996
3402,-80.5,-17.5,-1.7999996
3403,-80.5,-16.5,-1.7999996
3404,-80.5,-15.5,-1.7999996
3405,-80.5,-14.5,-1.7999996
3406,-80.5,-13.5,-1.7999996
3407,-80.5,-12.5,-1.7999996
3408,-80.5,-11.5,-1.7999996
3409,-80.5,-10.5,-1.7999996
3410,-80.5,-9.5,-1.7999996
3411,-80.5,-8.5,-1.7999996
3412,-80.5,-7.5,-1.7999996
3413,-80.5,-6.5,-1.7999996
3414,-80.5,-5.5,-1.7999996
3415,-80.5,-4.5,-1.7999996
3416,-80.5,-3.5,-1.7999996
3417,-80.5,-2.5,-1.7999996
3418,-80.5,-1.5,-1.7999996
3419,-80.5,-0.5,-1.7999996
3420,-80.5,0.5,-1.7999996
3421,-80.5,1.5,-1.7999996
3422,-80.5,2.5,-1.7999996
3423,-80.5,3.5,-1.7999996
3424,-80.5,4.5,-1.7999996
3425,-80.5,5.5,-1.7999996
3426,-80.5,6.5,-1.7999996
3427,-80.5,7.5,-1.7999996
3428,-80.5,8.5,-1.7999996
3429,-80.5,9.5,-1.7999996
3430,-80.5,10.5,-1.7999996
3431,-80.5,11.5,-1.7999996
3432,-80.5,12.5,-1.7999996
3433,-80.5,13.5,-1.7999996
3434,-80.5,14.5,-1.7999996
3435,-80.5,15.5,-1.7999996
3436,-80.5,16.5,-1.7999996
3437,-80.5,17.5,-1.7999996
3438,-80.5,18.5,-1.7999996
3439,-80.5,19.5,-1.7999996
3440,-80.5,20.5,-1.7999996
3441,-80.5,21.5,-1.7999996
3442,-80.5,22.5,-1.7999996
3443,-80.5,23.5,-1.7999996
3444,-80.5,24.5,-1.7999996
3445,-80.5,25.5,-1.7999996
3446,-80.5,26.5,-1.7999996
3447,-80.5,27.5,-1.7999996
3448,-80.5,28.5,-1.7999996
3449,-80.5,29.5,-1.7999996
3450,-80.5,30.5,-1.7999996
3451,-80.5,31.5,-1.7999996
3452,-80.5,32.5,-1.7999996
3453,-80.5,33.5,-1.7999996
3454,-80.5,34.5,-1.7999996
3455,-80.5,35.5,-1.7999996
3456,-80.5,36.5,-1.7999996
3457,-80.5,37.5,-1.7999996
3458,-80.5,38.5,-1.7999996
3459,-80.5,39.5,-1.7999996
3460,-80.5,40.5,-1.7999996
3461,-80.5,41.5,-1.7999996
3462,-80.5,42.5,-1.7999996
3463,-80.5,43.5,-1.7999996
3464,-80.5,44.5,-1.7999996
3465,-80.5,45.5,-1.7999996
3466,-80.5,46.5,-1.7999996
3467,-80.5,47.5,-1.7999996
3468,-80.5,48.5,-1.7999996
3469,-80.5,49.5,-1.7999996
3470,-80.5,50.5,-1.7999996
3471,-80.5,51.5,-1.7999996
3472,-80.5,52.5,-1.7999996
3473,-80.5,53.5,-1.7999996
3474,-80.5,54.5,-1.7999996
3475,-80.5,55.5,-1.7999996
3476,-80.5,56.5,-1.7999996
3477,-80.5,57.5,-1.7999996
3478,-80.5,58.5,-1.7999996
3479,-80.5,59.5,-1.7999996
3480,-80.5,60.5,-1.7999996
3481,-80.5,61.5,-1.7999996
3482,-80.5,62.5,-1.7999996
3483,-80.5,63.5,-1.7999996
3484,-80.5,64.5,-1.7999996
3485,-80.5,65.5,-1.7999996
3486,-80.5,66.5,-1.7999996
3487,-80.5,67.5,-1.7999996
3488,-80.5,68.5,-1.7999996
3489,-80.5,69.5,-1.7999996
3490,-80.5,70.5,-1.7999996
3491,-80.5,71.5,-1.7999996
3492,-80.5,72.5,-1.7999996
3493,-80.5,73.5,-1.7999996
3494,-80.5,74.5,-1.7999996
3495,-80.5,75.5,-1.7999996
3496,-80.5,76.5,-1.7999996
3497,-80.5,77.5,-1.7999996
3498,-80.5,78.5,-1.7999996
3499,-80.5,79.5,-1.7999996
3500,-80.5,80.5,-1.7999996
3501,-80.5,81.5,-1.7999996
3502,-80.5,82.5,-1.7999996
3503,-80.5,83.5,-1.7999996
3504,-80.5,84.5,-1.7999996
3505,-80.5,85.5,-1.7999996
3506,-80.5,86.5,-1.7999996
3507,-80.5,87.5,-1.7999996
3508,-80.5,88.5,-1.7999996
3509,-80.5,89.5,-1.7999996
3510,-80.5,90.5,-1.7999996
3511,-80.5,91.5,-1.7999996
3512,-80.5,92.5,-1.7999996
3513,-80.5,93.5,-1.7999996
3514,-80.5,94.5,-1.7999996
3515,-80.5,95.5,-1.7999996
3516,-80.5,96.5,-1.7999996
3517,-80.5,97.5,-1.7999996
3518,-80.5,98.5,-1.7999996
3519,-80.5,99.5,-1.7999996
3520,-80.5,100.5,-1.7999996
3521,-80.5,101.5,-1.7999996
3522,-80.5,102.5,-1.7999996
3523,-80.5,103.5,-1.7999996
3524,-80.5,104.5,-1.7999996
3525,-80.5,105.5,-1.7999996
3526,-80.5,106.5,-1.7999996
3527,-80.5,107.5,-1.7999996
3528,-80.5,108.5,-1.7999996
3529,-80.5,109.5,-1.7999996
3530,-80.5,110.5,-1.7999996
3531,-80.5,111.5,-1.7999996
3532,-80.5,112.5,-1.7999996
3533,-80.5,113.5,-1.7999996
3534,-80.5,114.5,-1.7999996
3535,-80.5,115.5,-1.7999996
3536,-80.5,116.5,-1.7999996
3537,-80.5,117.5,-1.7999996
3538,-80.5,118.5,-1.7999996
3539,-80.5,119.5,-1.7999996
3540,-80.5,120.5,-1.7999996
3541,-80.5,121.5,-1.7999996
3542,-80.5,122.5,-1.7999996
3543,-80.5,123.5,-1.7999996
3544,-80.5,124.5,-1.7999996
3545,-80.5,125.5,-1.7999996
3546,-80.5,126.5,-1.7999996
3547,-80.5,127.5,-1.7999996
3548,-80.5,128.5,-1.7999996
3549,-80.5,129.5,-1.7999996
3550,-80.5,130.5,-1.7999996
3551,-80.5,131.5,-1.7999996
3552,-80.5,132.5,-1.7999996
3553,-80.5,133.5,-1.7999996
3554,-80.5,134.5,-1.7999996
3555,-80.5,135.5,-1.7999996
3556,-80.5,136.5,-1.7999996
3557,-80.5,137.5,-1.7999996
3558,-80.5,138.5,-1.7999996
3559,-80.5,139.5,-1.7999996
3560,-80.5,140.5,-1.7999996
3561,-80.5,141.5,-1.7999996
3562,-80.5,142.5,-1.7999996
3563,-80.5,143.5,-1.7999996
3564,-80.5,144.5,-1.7999996
3565,-80.5,145.5,-1.7999996
3566,-80.5,146.5,-1.7999996
3567,-80.5,147.5,-1.7999996
3568,-80.5,148.5,-1.7999996
3569,-80.5,149.5,-1.7999996
3570,-80.5,150.5,-1.7999996
3571,-80.5,151.5,-1.7999996
3572,-80.5,152.5,-1.7999996
3573,-80.5,153.5,-1.7999996
3574,-80.5,154.5,-1.7999996
3575,-80.5,155.5,-1.7999996
3576,-80.5,156.5,-1.7999996
3577,-80.5,157.5,-1.7999996
3578,-80.5,158.5,-1.7999996
3579,-80.5,159.5,-1.7999996
3580,-80.5,160.5,-1.7999996
3581,-80.5,161.5,-1.7999996
3582,-80.5,162.5,-1.7999996
3583,-80.5,163.5,-1.7999996
3584,-80.5,164.5,-1.7999996
3585,-80.5,165.5,-1.7999996
3586,-80.5,166.5,-1.7999996
3587,-80.5,167.5,-1.7999996
3588,-80.5,168.5,-1.7999996
3589,-80.5,169.5,-1.7999996
3590,-80.5,170.5,-1.7999996
3591,-80.5,171.5,-1.7999996
3592,-80.5,172.5,-1.7999996
3593,-80.5,173.5,-1.7999996
3594,-80.5,174.5,-1.7999996
3595,-80.5,175.5,-1.7999996
3596,-80.5,176.5,-1.7999996
3597,-80.5,177.5,-1.7999996
3598,-80.5,178.5,-1.7999996
3599,-80.5,179.5,-1.7999996
3600,-79.5,-179.5,-1.7999996
3601,-79.5,-178.5,-1.7999996
3602,-79.5,-177.5,-1.7999996
3603,-79.5,-176.5,-1.7999996
3604,-79.5,-175.5,-1.7999996
3605,-79.5,-174.5,-1.7999996
3606,-79.5,-173.5,-1.7999996
3607,-79.5,-172.5,-1.7999996
3608,-79.5,-171.5,-1.7999996
3609,-79.5,-170.5,-1.7999996
3610,-79.5,-169.5,-1.7999996
3611,-79.5,-168.5,-1.7999996
3612,-79.5,-167.5,-1.7999996
3613,-79.5,-166.5,-1.7999996
3614,-79.5,-165.5,-1.7999996
3615,-79.5,-164.5,-1.7999996
3616,-79.5,-163.5,-1.7999996
3617,-79.5,-162.5,-1.7999996
3618,-79.5,-161.5,-1.7999996
3619,-79.5,-160.5,-1.7999996
3620,-79.5,-159.5,-1.7999996
3621,-79.5,-158.5,-1.7999996
3622,-79.5,-157.5,-1.7999996
3623,-79.5,-156.5,-1.7999996
3624,-79.5,-155.5,-1.7999996
3625,-79.5,-154.5,-1.7999996
3626,-79.5,-153.5,-1.7999996
3627,-79.5,-152.5,-1.7999996
3628,-79.5,-151.5,-1.7999996
3629,-79.5,-150.5,-1.7999996
3630,-79.5,-149.5,-1.7999996
3631,-79.5,-148.5,-1.7999996
3632,-79.5,-147.5,-1.7999996
3633,-79.5,-146.5,-1.7999996
3634,-79.5,-145.5,-1.7999996
3635,-79.5,-144.5,-1.7999996
3636,-79.5,-143.5,-1.7999996
3637,-79.5,-142.5,-1.7999996
3638,-79.5,-141.5,-1.7999996
3639,-79.5,-140.5,-1.7999996
3640,-79.5,-139.5,-1.7999996
3641,-79.5,-138.5,-1.7999996
3642,-79.5,-137.5,-1.7999996
3643,-79.5,-136.5,-1.7999996
3644,-79.5,-135.5,-1.7999996
3645,-79.5,-134.5,-1.7999996
3646,-79.5,-133.5,-1.7999996
3647,-79.5,-132.5,-1.7999996
3648,-79.5,-131.5,-1.7999996
3649,-79.5,-130.5,-1.7999996
3650,-79.5,-129.5,-1.7999996
3651,-79.5,-128.5,-1.7999996
3652,-79.5,-127.5,-1.7999996
3653,-79.5,-126.5,-1.7999996
3654,-79.5,-125.5,-1.7999996
3655,-79.5,-124.5,-1.7999996
3656,-79.5,-123.5,-1.7999996
3657,-79.5,-122.5,-1.7999996
3658,-79.5,-121.5,-1.7999996
3659,-79.5,-120.5,-1.7999996
3660,-79.5,-119.5,-1.7999996
3661,-79.5,-118.5,-1.7999996
3662,-79.5,-117.5,-1.7999996
3663,-79.5,-116.5,-1.7999996
3664,-79.5,-115.5,-1.7999996
3665,-79.5,-114.5,-1.7999996
3666,-79.5,-113.5,-1.7999996
3667,-79.5,-112.5,-1.7999996
3668,-79.5,-111.5,-1.7999996
3669,-79.5,-110.5,-1.7999996
3670,-79.5,-109.5,-1.7999996
3671,-79.5,-108.5,-1.7999996
3672,-79.5,-107.5,-1.7999996
3673,-79.5,-106.5,-1.7999996
3674,-79.5,-105.5,-1.7999996
3675,-79.5,-104.5,-1.7999996
3676,-79.5,-103.5,-1.7999996
3677,-79.5,-102.5,-1.7999996
3678,-79.5,-101.5,-1.7999996
3679,-79.5,-100.5,-1.7999996
3680,-79.5,-99.5,-1.7999996
3681,-79.5,-98.5,-1.7999996
3682,-79.5,-97.5,-1.7999996
3683,-79.5,-96.5,-1.7999996
3684,-79.5,-95.5,-1.7999996
3685,-79.5,-94.5,-1.7999996
3686,-79.5,-93.5,-1.7999996
3687,-79.5,-92.5,-1.7999996
3688,-79.5,-91.5,-1.7999996
3689,-79.5,-90.5,-1.7999996
3690,-79.5,-89.5,-1.7999996
3691,-79.5,-88.5,-1.7999996
3692,-79.5,-87.5,-1.7999996
3693,-79.5,-86.5,-1.7999996
3694,-79.5,-85.5,-1.7999996
3695,-79.5,-84.5,-1.7999996
3696,-79.5,-83.5,-1.7999996
3697,-79.5,-82.5,-1.7999996
3698,-79.5,-81.5,-1.7999996
3699,-79.5,-80.5,-1.7999996
3700,-79.5,-79.5,-1.7999996
3701,-79.5,-78.5,-1.7999996
3702,-79.5,-77.5,-1.7999996
3703,-79.5,-76.5,-1.7999996
3704,-79.5,-75.5,-1.7999996
3705,-79.5,-74.5,-1.7999996
3706,-79.5,-73.5,-1.7999996
3707,-79.5,-72.5,-1.7999996
3708,-79.5,-71.5,-1.7999996
3709,-79.5,-70.5,-1.7999996
3710,-79.5,-69.5,-1.7999996
