,LAT,LON
0,5.96269444444444,102.680638888889
1,5.91061111111111,102.709805555556
2,5.93158333333333,102.723166666667
3,5.92130555555556,102.72475
4,5.93908333333333,102.722027777778
5,5.91202777777778,102.744888888889
6,5.88405555555556,102.747027777778
7,6.05619444444444,100.035944444444
8,6.06063888888889,100.041194444444
9,6.06586111111111,100.043444444444
10,6.07155555555556,100.051111111111
11,6.07313888888889,100.057388888889
12,3.99416666666667,100.534138888889
13,4.00163888888889,100.549083333333
14,4.0065,100.534805555556
15,4.01138888888889,100.535111111111
16,4.0575,100.539694444444
17,4.01219444444444,100.544888888889
18,4.00269444444444,100.546694444444
19,4.02238888888889,100.547888888889
20,4.18988888888889,100.548305555556
21,4.03211111111111,100.55
22,5.91444444444444,102.754055555556
23,5.92355555555556,102.758305555556
24,5.88508333333333,102.767277777778
25,5.88602777777778,102.770277777778
26,5.78836111111111,102.992611111111
27,5.74019444444444,102.999555555556
28,5.74691666666667,102.999833333333
29,5.81766666666667,103.010361111111
30,5.75388888888889,103.028916666667
31,5.761,103.026388888889
32,5.75863888888889,103.029388888889
33,5.22447222222222,103.260972222222
34,5.23516666666667,103.261333333333
35,5.23583333333333,103.263
36,5.22975,103.267972222222
37,5.20883333333333,103.2695
38,5.77169444444444,103.039027777778
39,5.77961111111111,103.042611111111
40,5.61519444444444,103.057222222222
41,5.77327777777778,103.059222222222
42,5.61011111111111,103.063
43,5.59888888888889,103.064194444444
44,5.66611111111111,103.071277777778
45,4.80036111111111,103.674277777778
46,4.80605555555556,103.674472222222
47,4.81280555555556,103.675944444444
48,4.80911111111111,103.677805555556
49,4.81727777777778,103.67925
50,4.81552777777778,103.680388888889
51,2.52319444444444,103.972944444444
52,2.52441666666667,103.9735
53,2.51963888888889,103.974333333333
54,2.51761111111111,103.975472222222
55,2.51630555555556,103.976305555556
56,5.64358333333333,103.151055555556
57,5.62555555555556,103.1595
58,2.82416666666667,104.157388888889
59,2.66877777777778,104.175305555556
60,2.85944444444444,104.188972222222
61,2.87427777777778,104.187555555556
62,2.84805555555556,104.192333333333
63,2.83222222222222,104.196083333333
64,2.75836111111111,104.199166666667
65,2.81269444444444,104.208416666667
66,2.77930555555556,104.212666666667
67,2.74152777777778,104.217805555556
68,2.72611111111111,104.216944444444
69,2.75861111111111,104.222388888889
70,2.57936111111111,104.31575
71,2.57061111111111,104.321777777778
72,2.59666666666667,104.32725
73,2.58444444444444,104.336333333333
74,2.45988888888889,104.489305555556
75,2.231,104.052166666667
76,2.22611111111111,104.053055555556
77,2.88863888888889,104.065333333333
78,2.89805555555556,104.051666666667
79,2.47752777777778,104.504527777778
80,2.47119444444444,104.510555555556
81,2.47280555555556,104.508027777778
82,2.44180555555556,104.509527777778
83,2.46119444444444,104.526666666667
84,2.18780555555556,104.098138888889
85,2.90230555555556,104.102472222222
86,2.184,104.106833333333
87,2.91083333333333,104.112555555556
88,2.91486111111111,104.108444444444
89,2.17827777777778,104.109222222222
90,2.17288888888889,104.112027777778
91,2.27333333333333,104.115666666667
92,2.31316666666667,104.125833333333
93,2.27116666666667,104.127333333333
94,2.73213888888889,104.135416666667
95,2.81,104.1365
96,2.87466666666667,104.146833333333
97,2.87586111111111,104.148194444444
98,2.303,104.149
99,2.816,104.151027777778
100,4.27305555555556,113.814722222222
101,4.27638888888889,113.816666666667
102,4.28722222222222,113.819722222222
103,4.2925,113.825833333333
104,4.29388888888889,113.826111111111
105,4.34333333333333,113.8975
106,-8.67633333333333,115.524027777778
107,-8.67633333333333,115.524027777778
